Title,Comments,Date,Publisher,CRC-32,Size,Mapping,MESS ID,Link
River Raid,[m 6e601d81][cr] 2 bytes at $A158-$A159 replaced with NOPs to remove copy protection. Included in BIG 2.0 3219c681.,1983,Activision,cc076816,8KB,Standard,,"http://seban.slight.pl/atari/kns_big2/
http://seban.slight.pl/atari/kns_big2/big2_4x8k.zip"
River Rescue,[!] $00s in first 4KB,1983,Thorn EMI,a7d2e0e8,16KB,Standard,rivrresc,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
River Rescue,[m a7d2e0e8] first 4K duplicates second 4K,1983,Thorn EMI,c018c8a0,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-river-rescue_4391.html
River Rescue,[m c018c8a0][cr] Modified the copy protection so it now writes to memory outside ROM area.,1983,Thorn EMI,1bdd7e47,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Robbo Forever,,2009-08-15,GR8 Software,,,,,http://gr8.atari.pl/joomla/index.php?option=com_content&task=view&id=90&Itemid=49
Robotron: 2084,[!],1983,Atari,528fc44a,16KB,Standard,robotron,"http://www.atarimania.com/game-atari-400-800-xl-xe-robotron-2084_4414.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Robotron: 2084,"[m 528fc44a][b][cr] Changes in this image show that it was cut from an earlier file-based crack. In order to disable copy-protection, two 3-byte fragments got changed; they cause the CPU to jump to an address that lies outside of ROM area (the file version could contain such additional code). In effect, this version restarts whenever the player collects either member of the family during gameplay.",1983,Atari,ee9d43c4,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Rocks,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
SALT A.01,"Referenced in Checksum Verifier (SALT A.01, checksum $45A3).",,Atari,,,,,
SALT A.02,"Referenced in Checksum Verifier (SALT A.02, checksum $44F1).",,Atari,,,,,
Satan's Hollow,Prototype. Sold by Video 61. http://atariage.com/forums/topic/196935-was-satans-hollow-ever-released/?p=2506819,1982,CBS Software,0f7c7934,16KB,Standard,satan,"http://www.atarimania.com/game-atari-400-800-xl-xe-satan-s-hollow_4512.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2474062"
Sea Chase,[!],1983,Romox,99b5a1dd,8KB,Standard,seachase,"http://www.atarimania.com/game-atari-400-800-xl-xe-sea-chase_4558
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2403334"
Sea Horse Hide'n Seek,[!],1984,CBS Software,52964146,16KB,Standard,seahorse,"http://www.atarimania.com/game-atari-400-800-xl-xe-sea-horse-hide-n-seek_4562.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Seafox,[!] 400/800 only.,1982,Broderbund,932cc9a8,16KB,Standard,seafox,"http://www.atarimania.com/game-atari-400-800-xl-xe-seafox_4561.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Serpentine,[!],1982,Broderbund,1b555b41,8KB,Standard,serptine,"http://www.atarimania.com/game-atari-400-800-xl-xe-serpentine_6595.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Shadow World,pirate,,,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_pi.html
Shamus,[!] 400/800 only.,1982,Synapse,bd3f06ee,16KB,Standard,shamus,"http://www.atarimania.com/game-atari-400-800-xl-xe-shamus_4613.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Sharp Shooter,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Sistema controlado por computadora,What is the purpose of this software?,1992,ZZ Top Soft,d2159969,64KB,Williams,sistema,http://www.retrogames.cl/descargas/prisma1.rom
Silicon Warrior,[!],1983,Epyx,a7ecc8f7,16KB,Standard,siliconw,"http://www.atarimania.com/game-atari-400-800-xl-xe-silicon-warrior_4673.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Sinistar,Conversion of a file version prototype by Atari.,2010-06-16,Dutchman2000,cc09d669,128KB,AtariMax,,http://atariage.com/forums/topic/164633-beware-i-live-sinistar-for-8-bit-released/?p=2033026
Sinistar,Conversion of a file version prototype by Atari.,2010-07-11,František Houra,6092c611,32KB,XEGS,sinistar,http://atariage.com/forums/topic/164633-beware-i-live-sinistar-for-8-bit-released/?p=2048711
Six Pack I,,,Walling Co,,,,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
Six Pack II,,,Walling Co,,,,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
Sky Writer,[!],1983,Atari,0a73a8f5,16KB,Standard,skywritr,"http://www.atarimania.com/game-atari-400-800-xl-xe-sky-writer_4709.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Slime,[!] 400/800 only.,1982,Synapse,1babcad6,16KB,Standard,slime,"http://www.atarimania.com/game-atari-400-800-xl-xe-slime_4722.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
SmartDOS 6.1D,Homemade.,1984,Rana Systems,d68915fa,16KB,Standard,smartdos,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2476148
Smart Terminal 4.1,[!],1983,MPP,f5c34344,8KB,Standard,smart41,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2349473
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2481708"
Smart Terminal 5.0,,1983,MPP,9b2d017b,8KB,Standard,smart50,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Soccer,[!],1982,Thorn EMI,784c7060,8KB,Standard,soccer,"http://www.atarimania.com/game-atari-400-800-xl-xe-soccer_4777.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Solitaire,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Space Harrier,"[!] Original release. Starts from bank 127, and doesn't work on some flaky Maxflash cartridges that start from bank 0.",2011-07-05,Chris Hutt,f4e7003b,1024KB,AtariMax,,"http://atariage.com/forums/topic/184410-space-harrier-released/?p=2317849
http://atariage.com/forums/topic/184410-space-harrier-released/?p=2317803 [CART]"
Space Harrier,[!][m f4e7003b][f also starts from bank 0] by Steve Tucker.,2011-07-23,Chris Hutt,04eb781e,1024KB,AtariMax,,http://atariage.com/forums/topic/184410-space-harrier-released/?p=2332035
Space Harrier,[!][m 04eb781e][f optimization],2011-08-30,Chris Hutt,ca98abfc,1024KB,AtariMax,,"http://atariage.com/forums/topic/184410-space-harrier-released/?p=2361157
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Space Invaders,[!],1980,Atari,73698395,4KB,Standard,,
Space Invaders,[m 73698395][o $FFs in first 4KB],1980,Atari,3614d0aa,8KB,Standard,spaceinv,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Space Invaders,[m 73698395][o $00s in first 4KB],1980,Atari,6c811a10,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-space-invaders_4831.html
Space Journey,,1983,Roklan,8a761bba,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Space Journey,[m 8a761bba][cr] 1 byte different which causes memory-delete routine to avoid touching ROM area.,1983,Roklan,161657f0,16KB,Standard,journey,http://www.atarimania.com/game-atari-400-800-xl-xe-mathematics-action-games-space-journey_4834.html
Space Shuttle: a Journey into Space,[!],1983,Activision,66832f68,16KB,Standard,shuttle,"http://www.atarimania.com/game-atari-400-800-xl-xe-space-shuttle-a-journey-into-space_4849.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Spaceball,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Spaceshot Pinball,,2001,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Spark Bugs,,1983,Romox,f56eced2,8KB,Standard,sprkbugs,http://www.atarimania.com/game-atari-400-800-xl-xe-spark-bugs_4874.html
Sparta DOS 3.3C,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
SpartaDOS X,[b lots of FF values],,,c0f83256,64KB,?,,"http://www.jsobola.republika.pl/schematy.htm
http://www.jsobola.republika.pl/atariepr/sdxcrt.zip"
SpartaDOS X 4.20,[m 781e045c] ROM contents interleaved for Atrax cartridge scheme. Probably a pirate release.,199x,Atrax,d0fbd52b,64KB,Atrax SDX,,"http://www.jsobola.republika.pl/schematy.htm
http://www.dereatari.republika.pl/atarisch/sparta.zip"
SpartaDOS X 4.17,,1988,ICD,,64KB,SpartaDOS X,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
SpartaDOS X 4.18,,1988-10-29,ICD,e825e9ab,64KB,SpartaDOS X,spart418,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/SpartaDosX/SDX418.ROM
SpartaDOS X 4.19,,1989-01-16,ICD,6bb5733c,64KB,SpartaDOS X,spart419,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/SpartaDosX/SDX419.ROM
SpartaDOS X 4.20,[!],1989-02-06,ICD,781e045c,64KB,SpartaDOS X,spart420,"http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/SpartaDosX/SDX420.ROM
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.dereatari.republika.pl/atarisch/sparta.zip"
SpartaDOS X 4.21,,1989-07-10,ICD,db0ca1eb,64KB,SpartaDOS X,spart421,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/SpartaDosX/SDX421.ROM
SpartaDOS X 4.22,,1995-11-05,FTe,de1ebece,64KB,SpartaDOS X,spart422,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/SpartaDosX/SDX422.ROM
SpartaDOS X 4.2a,[m 781e045c] Only 6 bytes different. Unofficial hack?,1989-02-06,ICD,e9f82c76,64KB,SpartaDOS X,spart42a,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/SpartaDosX/SDX42A.ROM
SpartaDOS X 4.39rc,[!][m a3ec2e58] ROM contents interleaved for Atrax cartridge scheme.,2006-10-01,DLT,0112bc56,128KB,Atrax SDX,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.39rc,[!],2006-10-01,DLT,a3ec2e58,128KB,SpartaDOS X,spart439,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.41,[!],2008-02-07,DLT,687c7a15,128KB,SpartaDOS X,spart441,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.41,[!][m 687c7a15] ROM contents interleaved for Atrax cartridge scheme.,2008-02-07,DLT,73b3f78b,128KB,Atrax SDX,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.41,[!],2008-02-07,DLT,b37300b1,128KB,Turbo Freezer 2005,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.42,[!],2008-12-25,DLT,fc932508,1024KB,AtariMax,,http://sdx.atari8.info/index.php?show=en_download [CART]
SpartaDOS X 4.42,[!],2008-12-25,DLT,0b4bcfc5,128KB,SpartaDOS X,spart442,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.42,[!][m 0b4bcfc5] ROM contents interleaved for Atrax cartridge scheme.,2008-12-25,DLT,3524f02f,128KB,Atrax SDX,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.42,[!],2008-12-25,DLT,cc83adca,128KB,Turbo Freezer 2005,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.42,[!],2009-01-14,DLT,ed264bee,128KB,AtariMax,,http://sdx.atari8.info/index.php?show=en_download [CART]
SpartaDOS X 4.43,[!],2011-04-14,DLT,a286952c,128KB,AtariMax,,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.43,[!],2011-04-14,DLT,29d88d03,1024KB,AtariMax,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.43,[!],2011-04-14,DLT,48be5d1e,128KB,SpartaDOS X,spart443,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.43,[!],2011-04-14,DLT,53056c55,128KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.43,[!][m 48be5d1e] ROM contents interleaved for Atrax cartridge scheme.,2011-04-14,DLT,66a7e7b4,128KB,Atrax SDX,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.43,[!],2011-04-14,DLT,6ddd360b,256KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.43,[!],2011-04-14,DLT,c960f45c,512KB,IDE Plus 2.0,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.43,[!],2011-04-14,DLT,dc759362,128KB,Turbo Freezer 2005,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,4a549541,128KB,AtariMax,,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.44,[!],2011-06-03,DLT,337516b0,128KB,SpartaDOS X,spart444,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.44,[!],2011-06-03,DLT,0b264e0c,256KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,4b9ac7ed,1024KB,AtariMax,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,5827c624,512KB,IDE Plus 2.0,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,94008fb5,128KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,9ba302be,1024KB,Ultimate1MB,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,a065b756,128KB,MyIDE+Flash,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,c95d7ba8,128KB,Turbo Freezer 2005,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.44,[!],2011-06-03,DLT,d84f66b6,128KB,FooCart,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,e57bc552,512KB,IDE Plus 2.0,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,f00efb19,128KB,AtariMax,,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.45,[!],2011-11-04,DLT,a41b3975,1024KB,AtariMax,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,395e7560,128KB,MyIDE+Flash,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,df4520c1,128KB,SpartaDOS X,spart445,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.45,[!],2011-11-04,DLT,583a8962,256KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,01449084,128KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,1a29459a,256KB,Turbo Freezer 2005,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.45,[!],2011-11-04,DLT,579dfff1,256KB,Ultimate1MB,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,36901f97,512KB,IDE Plus 2.0,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,fc744d17,128KB,AtariMax,,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.46,[!],2013-01-02,DLT,50043ff5,1024KB,AtariMax,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,a6bb7d96,128KB,MyIDE+Flash,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,c57dbc3b,128KB,MyIDE-II,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,6a267110,128KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,21053de7,256KB,SIC!,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,d7b0374f,256KB,SIDE,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,3254ee87,128KB,SpartaDOS X,spart446,"http://sdx.atari8.info/index.php?show=en_download [CART, raw image]"
SpartaDOS X 4.46,[!],2013-01-02,DLT,f5732576,256KB,Turbo Freezer 2005,,http://sdx.atari8.info/index.php?show=en_download
SpartaDOS X 4.46,[!],2013-01-02,DLT,69002180,256KB,Ultimate1MB,,http://sdx.atari8.info/index.php?show=en_download
SpectraView I,The software also consisted of a 8k ROM to swap the built-in BASIC with.,1984,DEL Compu-Cable Systems,,16KB,,,http://atariage.com/forums/topic/146490-spectraview-1-and-2-info/
SpectraView II v201r101,Ctrl+W reveals version info: Serial no. 120120.,1984,Display Systems International,77c75598,16KB,OSS 034M,,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=3400141
http://atariage.com/forums/topic/146490-spectraview-1-and-2-info/"
Speed-O RPM Drive Tester,,2001,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Speedway Blast,[!] 400/800 only. Contains copy-protection code at $adbf called every frame of gameplay.,1982,IDSI,8e67192b,8KB,Standard,spedwayb,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2499261"
Speedway Blast,"[a][cr?] 400/800 only. Completely different image, but contains no copy-protection. Earlier revision or crack?",1982,IDSI,f895cc47,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-speedway-blast_4898.html
Spider City,[!],1983,Sirius,9064a1c4,4KB,Standard,,
Spider City,[m 9064a1c4][o $FFs in first 4KB],1983,Sirius,d519f2fb,8KB,Standard,spidcity,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Spider City,[m 9064a1c4][o $00s in first 4KB],1983,Sirius,8f8c3841,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-spider-city_4928.html
Springer,[!],1983,Tigervision,81466b55,16KB,Standard,springer,"http://www.atarimania.com/game-atari-400-800-xl-xe-springer_4944.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Springteufel,,1984,Ravensburger,,,,,http://www.atarimania.com/game-atari-400-800-xl-xe-springteufel_6995.html
Spy [The],,,JRC,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_cz.html
Spy Hunter,[!],1984,SEGA,34df8ffc,16KB,Standard,spyhunt,"http://www.atarimania.com/game-atari-400-800-xl-xe-spy-hunter_4950.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Squish'em,[!] Also re-released as Smush by Video 61.,1983,Sirius,b5286e53,4KB,Standard,,
Squish'em,[m b5286e53][o $FFs in first 4KB],1983,Sirius,f0553d6c,8KB,Standard,squishem,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2499261"
Squish'em,[m b5286e53][o $00s in first 4KB],1983,Sirius,aac0f7d6,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-squish-em_4967.html
Star Maze,[!],1984,Roklan,6fd9daff,16KB,Standard,starmaze,"http://www.atarimania.com/game-atari-400-800-xl-xe-mathematics-action-games-star-maze_4989.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2251846"
Star Raiders,[!],1979,Atari,5ec023ba,8KB,Standard,starraid,"http://www.atarimania.com/game-atari-400-800-xl-xe-star-raiders_4992.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2595798"
Star Raiders II,[!],1987,Atari,737d4196,32KB,XEGS,starrai2,"http://www.atarimania.com/game-atari-400-800-xl-xe-star-raiders-ii_4994.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Star Raiders II,[m 737d4196][o First 32KB duplicates second 32KB],1987,Atari,57f0b5ca,64KB,XEGS,,http://atarionline.pl/v01/index.php?ct=katalog&sub=S&tg=Star%20Raiders%20II#Star%20Raiders%20II
Star Trek: Strategic Operations Simulator,[!],1983,SEGA,9df169d9,16KB,Standard,startrek,"http://www.atarimania.com/game-atari-400-800-xl-xe-star-trek_5001.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Star Trux,Prototype.,1982,Atari,8212c4b7,8KB,Standard,startrux,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2497151
Star Wars: Return of the Jedi - Death Star Battle,[!],1983,Parker Brothers,a40e15e5,8KB,Standard,jedidsb,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Star Wars: Return of the Jedi - Death Star Battle,[m a40e15e5][o],1983,Parker Brothers,d9f5cac7,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-star-wars-return-of-the-jedi-death-star-battle_5012.html
Star Wars: the Arcade Game,[!],1984,Parker Brothers,aea795f7,16KB,Standard,starwars,"http://www.atarimania.com/game-atari-400-800-xl-xe-star-wars-the-arcade-game_5010.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Stargate,Prototype; sold by Best Electronics. Author claims a later version might exist.,1984,Atari,f527b721,16KB,Standard,stargate,"http://www.atarimania.com/game-atari-400-800-xl-xe-stargate_5030
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2403334
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Starion,[!],1983,Romox,23faf9b3,16KB,Standard,starion,"http://www.atarimania.com/game-atari-400-800-xl-xe-starion_5033.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Story Machine,[!] 400/800 only.,1983,Spinnaker,b3e7fe47,16KB,Standard,storymac,"http://www.atarimania.com/game-atari-400-800-xl-xe-story-machine_5082.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Submarine Commander,[!] $FFs in first 4KB,1982,Thorn EMI,ce9562eb,16KB,Standard,subcomm,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Submarine Commander,[m ce9562eb] $00s in first 4KB,1982,Thorn EMI,77198b2b,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-submarine-commander_5129.html
Summer Games,[!],1988,Atari,ef60acd9,128KB,XEGS,,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-summer-games_6044.html [CART]"
Summer Games,[m ef60acd9] Byte at $F1BA changed from $FF to $00.,1988,Atari,95e6932d,128KB,XEGS,sumgames,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Summer Games,Converted from disk. Saves high-score in Flash ROM.,2004-09-04,Steve Tucker,,1024KB,AtariMax,,"http://atariage.com/forums/topic/56912-summer-games-cartridge-conversion-now-available/
http://www.atarimax.com/flashcart/forum/viewtopic.php?t=207"
Super Breakout,[!],1979,Atari,08dc1fc6,4KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2595798
Super Breakout,[m 08dc1fc6][o $FFs in first 4KB],1979,Atari,4da14cf9,8KB,Standard,sbrkout,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Super Breakout,[m 08dc1fc6][o First 4KB zeroed by k1w1],1979,Atari,17348643,8KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Super Breakout,[m 08dc1fc6][o garbage in first 4KB],1979,Atari,c9066f06,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-super-breakout_5152.html
Super Cartridge v.3,"Earlier version of Atari Turbo System Cartridge v.4.0 a68aa4a5 (which also presents itself as “Super Cartridge” on the title screen). Requires the “Atari Super Turbo” hardware modification (or compatible ATT, UM) installed in a tape recorder. ",19xx,Unerring Master,1cd5a5e0,8KB,Phoenix,,http://www.atari.org.pl/forum/viewtopic.php?pid=167268#p167268
Super Cobra,[!],1983,Parker Brothers,2af38d2f,8KB,Standard,scobra,"http://www.atarimania.com/game-atari-400-800-xl-xe-super-cobra_5157.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Super E-Burner,,1992,CSS,21516e15,8KB,Standard,eburner,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
http://nleaudio.com/css/products/supreman.htm"
Super Examinador,,1986,Telematica/COELSA,,,,,"http://www.retrogames.cl/museoatarihard.html
https://articulo.mercadolibre.cl/MLC-457098959-atari-atariwriter-multieditor-super-examinador-leer-_JM"
Super Pac-Man,"[a 4b9b00f5] Earliest prototype. Doesn't show scrolling instructions. Bonus items appear after a set time, not after eating 15 fruits like on all other versions.",1984,Atari,b985be78,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-super-pac-man_5171.html
Super Pac-Man,"[a 4b9b00f5] Shows scrolling instructions on the title screen, but only on NTSC machines – on PAL the scroll line remains stationary. Reviewed at AtariProtos, but there might be some mixup on that website, as it claims that this version does not contain the scroll at all. At $3EF6 contains “bewarepirates” repeated several times.",1984-06-14,Atari,3ef05469,16KB,Standard,,http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948
Super Pac-Man,"[a 4b9b00f5] Shows scrolling instructions on the title screen, but the scroll glitches a bit on PAL machines. At $3EDE contains “bewarepirates” repeated a few times. Sold by Best Electonics.",1984,Atari,b518dda8,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2403334
